,Unnamed: 0,service_request_id,grievance,translated_text
2038,2038,101004369694,Noise complaint,Denuncia por ruido
2039,2039,101004369943,Pothole in bus/bike lane inbound right in front of fire hydrant,Bache en autobús / carril bici entrante justo en frente de la boca de incendios
2040,2040,101004369942,"Date of scheduled pickup: [Thursday, June 30, 2022]  Item requested for a collection: [TV (1) Air Conditioner]  Trash day: [Thursday]  Curbside pickup or an alley: [Curbside Pickup]","Fecha de recogida programada: [Jueves, 30 de junio de 2022] Artículo solicitado para una colección: [TV (1) Aire Acondicionado] Día de la basura: [Jueves] Recojo de Curbside o un callejón: [Recogida de Curbside]"
2041,2041,101004369940,New tree request due to tree removal. | Do you reside at this location: [Yes]  Is this a request for multiple street trees: [No],Nueva solicitud de árbol debido a la eliminación de árbol.  ¿Usted reside en esta ubicación: [Sí] ¿Es esta una solicitud para múltiples árboles de la calle: [No]
2042,2042,101004369938,New tree request due to tree removal. | Do you reside at this location: [Yes]  Is this a request for multiple street trees: [No],Nueva solicitud de árbol debido a la eliminación de árbol.  ¿Usted reside en esta ubicación: [Sí] ¿Es esta una solicitud para múltiples árboles de la calle: [No]
2043,2043,101004369544,Rats  coming out of hole in sidewalk at the back of the William E. Russell School every evening. The Roseclair Street side. Hole is at the top of the stairs entering the school yard on the Roseclair Street side. Please bait.,Ratas saliendo del agujero en la acera en la parte posterior de la escuela William E. Russell todas las noches. El lado de la calle Roseclair. Hole está en la parte superior de las escaleras que entran en el patio de la escuela en el lado de la calle Roseclair. Por favor cebo.
2044,2044,101004369933,New tree request due to tree removal. | Do you reside at this location: [Yes]  Is this a request for multiple street trees: [No],Nueva solicitud de árbol debido a la eliminación de árbol.  ¿Usted reside en esta ubicación: [Sí] ¿Es esta una solicitud para múltiples árboles de la calle: [No]
2045,2045,101004340097,Recycling pickup day: [Wednesday]  No. of carts: [1]  No. of units: [1],Día de recogida del reciclaje: [Miércoles] No de carros: [1] No de unidades: [1]
2046,2046,101004361973,Requesting a cart for building | Recycling pickup day: [Wednesday]  No. of carts: [1]  No. of units: [6],Solicitud de un carro para la construcción  Recycling pickup day: [Miércoles] No. de carros: [1] No. de unidades: [6]
2047,2047,101004368813,and a bag | Scheduled trash day: [Tues/Fri]  How was your trash placed out for collection: [Barrel]  Curbside pickup or an alley: [Curb Side Pickup],y una bolsa  Día de basura programado: [Tues/Fri] ¿Cómo se colocó su basura para la recogida: [Barrel] Recojo de Curbside o un callejón: [Curb Side Pickup]
2048,2048,101004369927,New tree request due to tree removal. | Do you reside at this location: [Yes]  Is this a request for multiple street trees: [No],Nueva solicitud de árbol debido a la eliminación de árbol.  ¿Usted reside en esta ubicación: [Sí] ¿Es esta una solicitud para múltiples árboles de la calle: [No]
2049,2049,101004296798,Please also inspect for the health of the tree and make your best judgement as to whether trimming will restore it or whether it needs to be cut down | Is this a City owned tree situated on the sidewalk: [Yes],"Por favor, también inspeccionar para la salud del árbol y hacer su mejor juicio en cuanto a si el recorte lo restaurará o si necesita ser cortado  ¿Es este un árbol de propiedad de la ciudad situado en la acera: [Sí]"
2050,2050,101004366689,"constituent reports there is a vehicle that has been parked at this location for over a year.Constituent reports the vehicle has been ticketed,but now needs to towed. | Make of the abandoned car: [VOLVO]  Model of the abandoned car: [SUV]  Color of the abandoned car: [GREYSILVER]  License Plate number if available: [105883c]  License Plate State if available: [MO]","informes constituyentes hay un vehículo que ha sido estacionado en este lugar durante más de un año. informes constitutivos el vehículo ha sido multado, pero ahora necesita remolcado.  Marca del coche abandonado: [VOLVO] Modelo del coche abandonado: [SUV] Color del coche abandonado: [GREYSILVER] Número de placa de la licencia si está disponible: [105883c] Estado de la placa de la licencia si está disponible: [MO]"
2051,2051,101004369922,"Constituent reports car that has been abanded for 6 months, states car has no mirrow and looks like it has been in a accident. | Make of the abandoned car: [HONDA]  Color of the abandoned car: [GREYSILVER]  License Plate number if available: [2ykh18]  License Plate State if available: [MA]","Los informes constituyente coche que ha sido abatido durante 6 meses, estados coche no tiene espejo y parece que ha sido en un accidente.  Marca del coche abandonado: [HONDA] Color del coche abandonado: [GREYSILVER] Número de placa de licencia si está disponible: [2ykh18] Estado de la placa de licencia si está disponible: [MA]"
2052,2052,101004369920,New tree request due to tree removal. | Do you reside at this location: [Yes]  Is this a request for multiple street trees: [No],Nueva solicitud de árbol debido a la eliminación de árbol.  ¿Usted reside en esta ubicación: [Sí] ¿Es esta una solicitud para múltiples árboles de la calle: [No]
2053,2053,101004369919,Litter in front of the Mission Park T stop bench. Please send crew out daily to maintain this area thank you.,Litter frente al banco de parada de Mission Park T. Por favor envíe a la tripulación todos los días para mantener esta área gracias.
2054,2054,101004369409,Trash,Papelera
2055,2055,101004369847,Used needle at the entrance of the driveway next to the school,Aguja usada en la entrada del camino de entrada al lado de la escuela
2056,2056,101004369911,New tree request due to tree removal. | Do you reside at this location: [Yes]  Is this a request for multiple street trees: [No],Nueva solicitud de árbol debido a la eliminación de árbol.  ¿Usted reside en esta ubicación: [Sí] ¿Es esta una solicitud para múltiples árboles de la calle: [No]
2057,2057,101004367146,"What is the nature of the problem: [Other]  Please specify: [Overgrown grass]  Which cemetery are you calling about: [Hawes/Union Cemetery: ( South Boston)]  What is the exact location of the grave or the problem: [Grass areas within the cemetery are overgown, requetsing the grounds be mowed.]","Cuál es la naturaleza del problema: [Otro] Por favor, especifique: [Césped crecido] Qué cementerio está llamando usted acerca de: [Hawes/Union Cemetery: (South Boston)] ¿Cuál es la ubicación exacta de la tumba o el problema: [Las áreas de pastos dentro del cementerio están sobrecogidas, requestsing los terrenos ser cortados.]"
2058,2058,101004366866,Street blocked no permit,Calle bloqueada sin permiso
2059,2059,101004369910,New tree request due to tree removal. | Do you reside at this location: [Yes]  Is this a request for multiple street trees: [No],Nueva solicitud de árbol debido a la eliminación de árbol.  ¿Usted reside en esta ubicación: [Sí] ¿Es esta una solicitud para múltiples árboles de la calle: [No]
2060,2060,101004369909,Graffiti on property at trash bin station in parking lot. Same graffiti and symbols you see on the streets on Parker St. Has to be gang related.,Graffiti en propiedad en la estación de basura en el estacionamiento. Los mismos graffitis y símbolos que ves en las calles de Parker St. Tiene que estar relacionado con pandillas.
2061,2061,101004368936,Several trash bags for removal. Ticket has been issued,Varias bolsas de basura para la eliminación. Ticket ha sido emitido
2062,2062,101004369904,New tree request due to tree removal. | Do you reside at this location: [Yes]  Is this a request for multiple street trees: [No],Nueva solicitud de árbol debido a la eliminación de árbol.  ¿Usted reside en esta ubicación: [Sí] ¿Es esta una solicitud para múltiples árboles de la calle: [No]
2063,2063,101004369860,Black GMC pickup truck Mass plate #8VV343 parked under sign that says NO STOPPING TOW ZONE,Camión camioneta GMC negro Placa de masa # 8VV343 estacionado bajo el letrero que dice que NO HASTA LA ZONA DE TOW
2064,2064,101004369370,Scheduled recycling day: [Tuesday]  How was the recycling placed out for collection: [Cart]  Curbside pickup or an alley: [Curb Side Pickup],Día de reciclaje programado: [Martes] Cómo se colocó el reciclaje para su recogida: [Cart] Recojo de Curbside o un callejón: [Curb Side Pickup]
2065,2065,101004369901,New tree request due to tree removal.(Plant Opposite #23 Cheverus Rd.) | Do you reside at this location: [Yes]  Is this a request for multiple street trees: [No],Nueva solicitud de árbol debido a la eliminación de árbol.(Planta Opuesta #23 Cheverus Rd.)  ¿Usted reside en este lugar: [Sí] ¿Es esta una solicitud para múltiples árboles de la calle: [No]
2066,2066,101004369900,"Abandoned car, heavily damaged, being stored in front of residence. Tow Bros dumped car here. License #1MEV96","Auto abandonado, fuertemente dañado, siendo almacenado en frente de la residencia. Tow Bros dejó el coche aquí. Licencia #1MEV96"
2067,2067,101004272116,Is this a City owned tree situated on the sidewalk: [Yes],¿Es este un árbol de la ciudad situado en la acera: [Sí]
2068,2068,101004369191,No trash has been picked up today it has been out on the street all day,No se ha recogido basura hoy que ha estado en la calle todo el día
2069,2069,101004369132,Filled poop bags.,Bolsas de caca rellenas.
2070,2070,101004369899,New tree request due to tree removal. | Do you reside at this location: [Yes]  Is this a request for multiple street trees: [No],Nueva solicitud de árbol debido a la eliminación de árbol.  ¿Usted reside en esta ubicación: [Sí] ¿Es esta una solicitud para múltiples árboles de la calle: [No]
2071,2071,101004369898,The residents reports a large hole sidewalk. | Cause of damage: [Construction],Los residentes informan de un gran agujero acera.  Causa de daño: [Construcción]
2072,2072,101004369896,New tree request due to tree removal. | Do you reside at this location: [Yes]  Is this a request for multiple street trees: [No],Nueva solicitud de árbol debido a la eliminación de árbol.  ¿Usted reside en esta ubicación: [Sí] ¿Es esta una solicitud para múltiples árboles de la calle: [No]
